Reaction_ID,Reaction_Equation,Subsystem
ADSELR2,3padsel_c + grxrd_c --> grxox_c + 2.0 h_c + pap_c + slnt_c,Metal and Inorganic Metabolism
ADSK,aps_c + atp_c --> adp_c + h_c + paps_c,Metal and Inorganic Metabolism
ADSL1r,dcamp_c <=> amp_c + fum_c,Nucleotide Metabolism
ADSL2r,25aics_c <=> aicar_c + fum_c,Nucleotide Metabolism
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,Nucleotide Metabolism
AEPabcpp,2ameph_p + atp_c + h2o_c --> 2ameph_c + adp_c + h_c + pi_c,Transport Systems
AEPTA,2ameph_c + pyr_c <=> ala__L_c + pald_c,Metal and Inorganic Metabolism
AEPtpp,2ameph_e <=> 2ameph_p,Transport Systems
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,Cell Envelope and Wall Biosynthesis
AGM3PApp,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,Cell Envelope and Wall Biosynthesis
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,Cell Envelope and Wall Biosynthesis
AGM3Pt2pp,anhgm3p_p + h_p --> anhgm3p_c + h_c,Transport Systems
AGM4PA,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,Cell Envelope and Wall Biosynthesis
AGM4PApp,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,Cell Envelope and Wall Biosynthesis
AGM4PCP,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c,Cell Envelope and Wall Biosynthesis
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,Cell Envelope and Wall Biosynthesis
AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c,Cell Envelope and Wall Biosynthesis
AGM4Pt2pp,anhgm4p_p + h_p --> anhgm4p_c + h_c,Transport Systems
AGMDA,agm_c + h2o_c --> Ncbmpts_c + h_c + nh4_c,Amino Acid Metabolism
AGMH,anhgm_c + h2o_c --> acgam_c + anhm_c,Cell Envelope and Wall Biosynthesis
AGMHE,adphep_DD_c --> adphep_LD_c,Cell Envelope and Wall Biosynthesis
AGMT,agm_c + h2o_c --> ptrc_c + urea_c,Amino Acid Metabolism
AGMabcpp,agm_p + atp_c + h2o_c --> adp_c + agm_c + h_c + pi_c,Transport Systems
AGMt2pp,anhgm_p + h_p --> anhgm_c + h_c,Transport Systems
AGMtex,agm_e <=> agm_p,Transport Systems
AGPAT120,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c,Fatty Acid and Lipid Metabolism
AGPAT140,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c,Fatty Acid and Lipid Metabolism
AGPAT141,1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c,Fatty Acid and Lipid Metabolism
AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,Fatty Acid and Lipid Metabolism
AGPAT161,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,Fatty Acid and Lipid Metabolism
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,Fatty Acid and Lipid Metabolism
AGPAT181,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c,Fatty Acid and Lipid Metabolism
AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,Amino Acid Metabolism
AGt3,ag_c + h_e --> ag_e + h_c,Metal and Inorganic Metabolism
AGtex,ag_e <=> ag_p,Transport Systems
AGtpp,ag_p --> ag_c,Transport Systems
AHC,ahcys_c + h2o_c <=> adn_c + hcys__L_c,Central Carbon Metabolism
AHSERL2,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,Amino Acid Metabolism
AICART,10fthf_c + aicar_c <=> fprica_c + thf_c,Nucleotide Metabolism
AIRC2,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,Nucleotide Metabolism
AIRC3,5aizc_c <=> 5caiz_c,Nucleotide Metabolism
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,Central Carbon Metabolism
AKGDa,akg_c + h_c + lpam_c --> co2_c + sdhlam_c,Central Carbon Metabolism
AKGDbr,coa_c + sdhlam_c <=> dhlam_c + succoa_c,Central Carbon Metabolism
AKGt2rpp,akg_p + h_p <=> akg_c + h_c,Transport Systems
AKGtex,akg_e <=> akg_p,Transport Systems
ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,Transport Systems
ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,Cell Envelope and Wall Biosynthesis
ALAALAtex,alaala_e <=> alaala_p,Transport Systems
ALAGLUabcpp,LalaLglu_p + atp_c + h2o_c --> LalaLglu_c + adp_c + h_c + pi_c,Transport Systems
ALAHISabcpp,alahis_p + atp_c + h2o_c --> adp_c + alahis_c + h_c + pi_c,Transport Systems
ALAHIStex,alahis_e <=> alahis_p,Transport Systems
ALALEUabcpp,alaleu_p + atp_c + h2o_c --> adp_c + alaleu_c + h_c + pi_c,Transport Systems
ALALEUtex,alaleu_e <=> alaleu_p,Transport Systems
ALAR,ala__L_c <=> ala__D_c,Amino Acid Metabolism
ALATA_L,akg_c + ala__L_c <=> glu__L_c + pyr_c,Amino Acid Metabolism
ALATHRabcpp,alathr_p + atp_c + h2o_c --> adp_c + alathr_c + h_c + pi_c,Transport Systems
ALATHRtex,alathr_e <=> alathr_p,Transport Systems
ALATRPabcpp,alatrp_p + atp_c + h2o_c --> adp_c + alatrp_c + h_c + pi_c,Transport Systems
ALATRPtex,alatrp_e <=> alatrp_p,Transport Systems
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,Cellular Processes and Storage
ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,Transport Systems
ALAt2pp,ala__L_p + h_p --> ala__L_c + h_c,Transport Systems
ALAt4pp,ala__L_p + na1_p --> ala__L_c + na1_c,Transport Systems
ALAtex,ala__L_e <=> ala__L_p,Transport Systems
ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,Fatty Acid and Lipid Metabolism
ALCD2x,etoh_c + nad_c <=> acald_c + h_c + nadh_c,Alternative Carbon Metabolism
ALCDpp,etoh_p + pqq_p --> acald_p + pqqh2_p,Alternative Carbon Metabolism
ALDD1,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,Cellular Processes and Storage
ALDD19xr,h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c,Aromatic Compound Degradation
ALDD20x,h2o_c + id3acald_c + nad_c --> 2.0 h_c + ind3ac_c + nadh_c,Stress Response and Environmental Adaptation
ALDD2x,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,Alternative Carbon Metabolism
ALDD31,aacald_c + h2o_c + nad_c --> gly_c + 2.0 h_c + nadh_c,Metal and Inorganic Metabolism
ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,Cofactor and Vitamin Biosynthesis
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,Metal and Inorganic Metabolism
ALGAC1,accoa_c + prealginate__M_p --> coa_c + prealgac_M1_p,Cellular Processes and Storage
ALGAC2,2.0 accoa_c + prealginate__M_p --> 2.0 coa_c + prealgac_M2_p,Cellular Processes and Storage
ALGAC3,3.0 accoa_c + prealginate__M_p --> 3.0 coa_c + prealgac_M3_p,Cellular Processes and Storage
ALGAC4,4.0 accoa_c + prealginate__M_p --> 4.0 coa_c + prealgac_M4_p,Cellular Processes and Storage
ALGAC5,5.0 accoa_c + prealginate__M_p --> algac__M_p + 5.0 coa_c,Cellular Processes and Storage
ALGE1,prealginate__M_p <=> prealg_MG_41_p,Cellular Processes and Storage
ALGE2,prealginate__M_p <=> prealg_MG_32_p,Cellular Processes and Storage
ALGE3,prealginate__M_p <=> prealg_MG_23_p,Cellular Processes and Storage
ALGE4,prealginate__M_p <=> prealg_MG_14_p,Cellular Processes and Storage
ALGE5,prealginate__M_p <=> prealginate__G_p,Cellular Processes and Storage
ALGE6,prealgac_M4_p <=> algac_MG_41_p,Cellular Processes and Storage
ALGE7,prealgac_M3_p <=> algac_MG_32_p,Cellular Processes and Storage
ALGE8,prealgac_M2_p <=> algac_MG_23_p,Cellular Processes and Storage
ALGE9,prealgac_M1_p <=> algac_MG_14_p,Cellular Processes and Storage
ALGL,4.0 h2o_p + prealginate__M_p --> 5.0 manur_p,Cellular Processes and Storage
ALGL2,h2o_p + prealginate__M_p --> dmanur_p + tmanur_p,Cellular Processes and Storage
ALGSex1,prealg_MG_41_p --> prealg_MG_41_e,Cellular Processes and Storage
ALGSex10,algac_MG_14_p --> algac_MG_14_e,Cellular Processes and Storage
ALGSex11,manur_p --> manur_e,Cellular Processes and Storage
ALGSex12,dmanur_p --> dmanur_e,Cellular Processes and Storage
ALGSex13,tmanur_p --> tmanur_e,Cellular Processes and Storage
ALGSex2,prealg_MG_32_p --> prealg_MG_32_e,Cellular Processes and Storage
ALGSex3,prealg_MG_23_p --> prealg_MG_23_e,Cellular Processes and Storage
ALGSex4,prealg_MG_14_p --> prealg_MG_14_e,Cellular Processes and Storage
ALGSex5,prealginate__G_p --> prealginate__G_e,Cellular Processes and Storage
ALGSex6,algac__M_p --> algac__M_e,Cellular Processes and Storage
ALGSex7,algac_MG_41_p --> algac_MG_41_e,Cellular Processes and Storage
ALGSex8,algac_MG_32_p --> algac_MG_32_e,Cellular Processes and Storage
ALGSex9,algac_MG_23_p --> algac_MG_23_e,Cellular Processes and Storage
ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,Nucleotide Metabolism
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,Nucleotide Metabolism
ALLTNRA,alltn__R_c <=> alltn_c,Nucleotide Metabolism
ALLTNt2rpp,alltn_p + h_p <=> alltn_c + h_c,Transport Systems
ALLTNtex,alltn_e <=> alltn_p,Transport Systems
ALPATE160pp,alpp_p + pe160_p --> 2agpe160_p + lpp_p,Fatty Acid and Lipid Metabolism
ALPATE161pp,alpp_p + pe161_p --> 2agpe161_p + lpp161_p,Fatty Acid and Lipid Metabolism
ALPATE180pp,alpp_p + pe180_p --> 2agpe180_p + lpp180_p,Fatty Acid and Lipid Metabolism
ALPATE181pp,alpp_p + pe181_p --> 2agpe181_p + lpp181_p,Fatty Acid and Lipid Metabolism
ALPATG160pp,alpp_p + pg160_p --> 2agpg160_p + lpp_p,Fatty Acid and Lipid Metabolism
ALPATG161pp,alpp_p + pg161_p --> 2agpg161_p + lpp161_p,Fatty Acid and Lipid Metabolism
ALPATG180pp,alpp_p + pg180_p --> 2agpg180_p + lpp180_p,Fatty Acid and Lipid Metabolism
ALPATG181pp,alpp_p + pg181_p --> 2agpg181_p + lpp181_p,Fatty Acid and Lipid Metabolism
ALTRH,altrn_c --> 2ddglcn_c + h2o_c,Alternative Carbon Metabolism
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,Cell Envelope and Wall Biosynthesis
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,Cell Envelope and Wall Biosynthesis
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,Cell Envelope and Wall Biosynthesis
AMAOTr,8aonn_c + amet_c <=> amob_c + dann_c,Cofactor and Vitamin Biosynthesis
AMID4,ad_c + h2o_c --> ac_c + nh4_c,Nitrogen Metabolism
AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,Cofactor and Vitamin Biosynthesis
AMPN,amp_c + h2o_c --> ade_c + r5p_c,Nucleotide Metabolism
AMPTASEAH,alahis_c + h2o_c --> ala__L_c + his__L_c,Nitrogen Metabolism
AMPTASEAL,alaleu_c + h2o_c --> ala__L_c + leu__L_c,Nitrogen Metabolism
AMPTASEAT,alathr_c + h2o_c --> ala__L_c + thr__L_c,Nitrogen Metabolism
AMPTASEATRP,alatrp_c + h2o_c --> ala__L_c + trp__L_c,Nitrogen Metabolism
AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c,Nitrogen Metabolism
GLYGLYCNc,glygly_c + h2o_c --> 2.0 gly_c,Nitrogen Metabolism
AMPTASEGGLN,glygln_c + h2o_c --> gln__L_c + gly_c,Nitrogen Metabolism
AMPTASEGGLU,glyglu_c + h2o_c --> glu__L_c + gly_c,Nitrogen Metabolism
AMPTASEGM,glymet_c + h2o_c --> gly_c + met__L_c,Nitrogen Metabolism
GLYPHEHYc,glyphe_c + h2o_c --> gly_c + phe__L_c,Nitrogen Metabolism
AMPTASEGS,glyser_c + h2o_c --> gly_c + ser__L_c,Nitrogen Metabolism
AMPTASEHG,h2o_c + hisgly_c --> gly_c + his__L_c,Nitrogen Metabolism
AMPTASEHH,h2o_c + hishis_c --> 2.0 his__L_c,Nitrogen Metabolism
LEULEULAPc,h2o_c + leuleu_c --> 2.0 leu__L_c,Nitrogen Metabolism
AMPTASEPG,h2o_c + progly_c --> gly_c + pro__L_c,Nitrogen Metabolism
ANHMK,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,Cell Envelope and Wall Biosynthesis
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,Amino Acid Metabolism
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,Amino Acid Metabolism
ANS2,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,Amino Acid Metabolism
AOBUTDs,2aobut_c + h_c --> aact_c + co2_c,Amino Acid Metabolism
AOXHEXCYCL,6a2ohxnt_c <=> 1pipdn2c_c + h2o_c,Amino Acid Metabolism
AOXSr2,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c,Cofactor and Vitamin Biosynthesis
AP4AH,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c,Nucleotide Metabolism
AP4AS,2.0 atp_c + h_c --> ap4a_c + ppi_c,Nucleotide Metabolism
APATr,ala_B_c + pyr_c <=> ala__L_c + msa_c,Nitrogen Metabolism
APCt5,apc_c + h_p --> apc_e + h_c,Transport Systems
APCt6,apc_p + h_p --> apc_e + h_c,Transport Systems
APCtex,apc_e <=> apc_p,Transport Systems
APCtpp,apc_p --> apc_c,Transport Systems
APENTAMAH2,5apentam_c + h2o_c + h_c --> 5aptn_c + nh4_c,Amino Acid Metabolism
APG3PAT120,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APG3PAT140,glyc3p_c + ttdcap_c --> 1tdecg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APG3PAT141,glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APG3PAT161,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APG3PAT180,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,Fatty Acid and Lipid Metabolism
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,Cofactor and Vitamin Biosynthesis
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,Cofactor and Vitamin Biosynthesis
APSR,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c,Metal and Inorganic Metabolism
APSR2,aps_c + grxrd_c --> amp_c + grxox_c + 2.0 h_c + so3_c,Metal and Inorganic Metabolism
APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c,Amino Acid Metabolism
ARBTNR1,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c,Metal and Inorganic Metabolism
ARBTNR2,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c,Metal and Inorganic Metabolism
ARBTNabcpp,arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c,Metal and Inorganic Metabolism
ARBTNexs,arbtn_e + fe3_e --> arbtn_fe3_e,Metal and Inorganic Metabolism
ARBTNtex,arbtn_p + h_p --> arbtn_e + h_c,Metal and Inorganic Metabolism
ARBTNtonex,arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c,Metal and Inorganic Metabolism
ARBTNtpp,arbtn_c + h_p --> arbtn_p + h_c,Metal and Inorganic Metabolism
ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c,Transport Systems
ARGDr,arg__L_c + h2o_c --> citr__L_c + nh4_c,Amino Acid Metabolism
ARGDC,arg__L_c + h_c --> agm_c + co2_c,Amino Acid Metabolism
ARGDCpp,arg__L_p + h_p --> agm_p + co2_p,Amino Acid Metabolism
ARGORNt7pp,arg__L_p + orn_c <=> arg__L_c + orn_p,Transport Systems
ARGSL,argsuc_c <=> arg__L_c + fum_c,Amino Acid Metabolism
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,Amino Acid Metabolism
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,Cellular Processes and Storage
ARGabcpp,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,Transport Systems
ARGt2pp,arg__L_p + h_p --> arg__L_c + h_c,Transport Systems
ARGtex,arg__L_e <=> arg__L_p,Transport Systems
AROH,Largn_c --> co2_c + h2o_c + phe__L_c,Amino Acid Metabolism
ARUH,arg__L_c + pyr_c <=> 5g2oxpt_c + ala__L_c,Amino Acid Metabolism
ASAD,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,Amino Acid Metabolism
ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c,Amino Acid Metabolism
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,Amino Acid Metabolism
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,Amino Acid Metabolism
ASNtex,asn__L_e <=> asn__L_p,Transport Systems
ASO3t2pp,aso3_c + h_p --> aso3_p + h_c,Metal and Inorganic Metabolism
ASO3tex,aso3_e <=> aso3_p,Transport Systems
ASO4rt2rpp,aso4_p + h_p --> aso4_c + h_c,Transport Systems
ASO4tex,aso4_e <=> aso4_p,Transport Systems
ASP3H,akg_c + asp__L_c + o2_c --> 3hasp__L_c + co2_c + succ_c,Metal and Inorganic Metabolism
ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,Nucleotide Metabolism
ASPK,asp__L_c + atp_c <=> 4pasp_c + adp_c,Amino Acid Metabolism
ASPO1,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,Cofactor and Vitamin Biosynthesis
ASPO3,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,Cofactor and Vitamin Biosynthesis
ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c,Cofactor and Vitamin Biosynthesis
ASPO6,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,Cofactor and Vitamin Biosynthesis
ASPSALy,aspsa_c + h2o_c + nadp_c --> asp__L_c + 2.0 h_c + nadph_c,Nitrogen Metabolism
ASPT,asp__L_c --> fum_c + nh4_c,Amino Acid Metabolism
ASPTA,akg_c + asp__L_c <=> glu__L_c + oaa_c,Amino Acid Metabolism
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,Cellular Processes and Storage
ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,Transport Systems
ASPt2pp,asp__L_p + h_p --> asp__L_c + h_c,Transport Systems
ASPtex,asp__L_e <=> asp__L_p,Transport Systems
ASR,aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c,Metal and Inorganic Metabolism
AST,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,Amino Acid Metabolism
ATHRDHr,athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c,Amino Acid Metabolism
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,Nucleotide Metabolism
ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,Core Cellular Functions
ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c,Amino Acid Metabolism
ATPS4rpp,adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,Energy Metabolism
BACCL,atp_c + btn_c + h_c --> btamp_c + ppi_c,Cofactor and Vitamin Biosynthesis
BALAALAabcpp,atp_c + balaala_p + h2o_c --> adp_c + balaala_c + h_c + pi_c,Transport Systems
BALAALAtex,balaala_e <=> balaala_p,Transport Systems
BALABALAabcpp,atp_c + balabala_p + h2o_c --> adp_c + balabala_c + h_c + pi_c,Transport Systems
BALABALAtex,balabala_e <=> balabala_p,Transport Systems
BALAGLYabcpp,atp_c + balagly_p + h2o_c --> adp_c + balagly_c + h_c + pi_c,Transport Systems
BALAGLYtex,balagly_e <=> balagly_p,Transport Systems
BALALEUabcpp,atp_c + balaleu_p + h2o_c --> adp_c + balaleu_c + h_c + pi_c,Transport Systems
BALALEUtex,balaleu_e <=> balaleu_p,Transport Systems
BALAMDAH,balamd_c + h2o_c --> ala_B_c + nh4_c,Nitrogen Metabolism
BALAt2pp,ala_B_p + h_p --> ala_B_c + h_c,Transport Systems
BALAtex,ala_B_e <=> ala_B_p,Transport Systems
BDH,bhb_c + nad_c <=> acac_c + h_c + nadh_c,Alternative Carbon Metabolism
BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,Nitrogen Metabolism
BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,Nitrogen Metabolism
BGLApp,cellb_p + h2o_p --> 2.0 glc__D_p,Cell Envelope and Wall Biosynthesis
BHBtpp,bhb_p + h_p --> bhb_c + h_c,Transport Systems
BILIVERDtex,biliverd_e <=> biliverd_p,Transport Systems
BILIVERDtpp,biliverd_p <=> biliverd_c,Transport Systems
BLAMDabcpp,atp_c + balamd_p + h2o_c --> adp_c + balamd_c + h_c + pi_c,Transport Systems
BLAMDtex,balamd_e <=> balamd_p,Transport Systems
BLUB,fmnh2_c + h2o_c + o2_c --> dmbzid_c + doxopa_c + e4p_c + urea_c,Cofactor and Vitamin Biosynthesis
BMOCOS,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,Cofactor and Vitamin Biosynthesis
BMOGDS1,bmoco_c + gtp_c + h_c --> bmoco1gdp_c + ppi_c,Cofactor and Vitamin Biosynthesis
BMOGDS2,bmoco1gdp_c + gtp_c + h_c --> bmocogdp_c + ppi_c,Cofactor and Vitamin Biosynthesis
BPNT,h2o_c + pap_c --> amp_c + pi_c,Metal and Inorganic Metabolism
BTDD_RR,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,Alternative Carbon Metabolism
BTDDtex,btd_RR_e <=> btd_RR_p,Transport Systems
BTDDtpp,btd_RR_p <=> btd_RR_c,Transport Systems
BTNt2ipp,btn_p + h_p --> btn_c + h_c,Transport Systems
BTNtex,btn_e <=> btn_p,Transport Systems
BTS5,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,Cofactor and Vitamin Biosynthesis
BUP,3uib_c + h2o_c + 2.0 h_c --> 3aib_c + co2_c + nh4_c,Nucleotide Metabolism
BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,Transport Systems
BUTSO3tex,butso3_e <=> butso3_p,Transport Systems
BWCOGDS1,bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c,Cofactor and Vitamin Biosynthesis
BWCOGDS2,bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c,Cofactor and Vitamin Biosynthesis
BWCOS,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,Cofactor and Vitamin Biosynthesis
BZ12DOX,bz_c + h_c + nadh_c + o2_c --> bz12diol_c + nad_c,Aromatic Compound Degradation
BZALDH,bzalc_c + nad_c --> bzal_c + h_c + nadh_c,Aromatic Compound Degradation
BZDH,bzal_c + h2o_c + nad_c --> bz_c + 2.0 h_c + nadh_c,Aromatic Compound Degradation
BZDIOLDH,bz12diol_c + nad_c --> catechol_c + co2_c + nadh_c,Aromatic Compound Degradation
BZt1pp,bz_p + h_p <=> bz_c + h_c,Transport Systems
BZt2_pp,bz_p + 2.0 h_p --> bz_c + 2.0 h_c,Transport Systems
BZtex,bz_e <=> bz_p,Transport Systems
BiomassKT2440_Core2,0.000223 10fthf_c + 0.000223 2fe2s_c + 0.000223 4fe4s_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.598267 ala__L_c + 0.000223 amet_c + 0.354251 arg__L_c + 0.158931 asn__L_c + 0.284685 asp__L_c + 46.918883 atp_c + 0.000223 btamp_c + 0.004226 ca2_c + 0.000223 chor_c + 0.004226 cl_c + 0.000167 coa_c + 0.002817 cobalt2_c + 0.159783 ctp_c + 0.002817 cu2_c + 0.055652 cys__L_c + 0.010804 datp_c + 0.01721 dctp_c + 0.017423 dgtp_c + 0.010854 dttp_c + 0.000223 fad_c + 0.00634 fe2_c + 0.00634 fe3_c + 0.251507 gln__L_c + 0.301809 glu__L_c + 0.431309 gly_c + 0.210704 gtp_c + 41.397362 h2o_c + 0.000223 hemeO_c + 0.126289 his__L_c + 0.244551 ile__L_c + 0.158509 k_c + 0.628769 leu__L_c + 3e-06 lipopb_c + 0.180336 lys__L_c + 3.1e-05 malcoa_c + 0.122008 met__L_c + 0.007044 mg2_c + 0.000223 mlthf_c + 0.002817 mobd_c + 0.012699 murein5px4p_p + 0.003522 na1_c + 0.001786 nad_c + 4.4e-05 nadh_c + 0.000111 nadp_c + 0.000335 nadph_c + 0.010567 nh4_c + 0.002817 ni2_c + 0.00858 pe160_c + 0.042623 pe161_c + 0.002855 pe180_c + 0.019426 pe181_c + 0.004743 pg160_c + 0.023561 pg161_c + 0.001578 pg180_c + 0.010738 pg181_c + 0.191038 phe__L_c + 0.000223 pheme_c + 0.011635 phethapphlipa_c + 0.26328 pro__L_c + 0.03327 ptrc_c + 0.000223 pydx5p_c + 0.000223 q8h2_c + 0.000223 ribflv_c + 0.301274 ser__L_c + 0.000223 sheme_c + 0.003522 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.256324 thr__L_c + 0.077592 trp__L_c + 0.135921 tyr__L_c + 5.5e-05 udcpdp_c + 0.143215 utp_c + 0.389034 val__L_c + 0.002817 zn2_c --> 46.7502 adp_c + 46.7502 h_c + 46.746677 pi_c + 0.73868 ppi_c,Amino Acid Metabolism
